donor_id,recency_days,typical_interval_hidden,frequency_365,time_months,days_until_eligible,overdue_days,days_to_next_donation,y_donate_30d
2640,74,308,1.2,47,0,0,235.0,0
4556,18,57,6.4,36,38,0,,0
3504,14,73,5.0,53,42,0,,0
1957,67,56,6.5,18,0,11,4.0,1
1344,1,122,3.0,56,55,0,,0
3687,291,221,1.7,6,0,70,3.0,1
2911,13,56,6.5,30,43,0,46.0,0
1041,134,124,2.9,21,0,10,,0
1613,93,72,5.1,56,0,21,29.0,1
3272,23,98,3.7,22,33,0,,0
2548,79,129,2.8,57,0,0,39.0,0
3660,59,77,4.7,11,0,0,44.0,0
1922,7,82,4.5,39,49,0,,0
1850,87,75,4.9,40,0,12,8.0,1
1591,331,195,1.9,42,0,136,24.0,1
3094,77,125,2.9,7,0,0,,0
4512,80,107,3.4,7,0,0,38.0,0
2869,13,56,6.5,31,43,0,50.0,0
4821,110,66,5.5,56,0,44,12.0,1
3819,203,184,2.0,6,0,19,,0
2638,90,92,4.0,26,0,0,8.0,1
3453,160,152,2.4,36,0,8,9.0,1
2902,272,369,1.0,9,0,0,93.0,0
4637,176,206,1.8,56,0,0,27.0,1
4812,103,96,3.8,36,0,7,28.0,1
2152,21,59,6.2,3,35,0,,0
2202,37,56,6.5,57,19,0,26.0,1
3516,11,78,4.7,44,45,0,41.0,0
1113,90,69,5.3,31,0,21,18.0,1
1574,219,123,3.0,53,0,96,,0
4869,74,79,4.6,30,0,0,,0
2626,60,69,5.3,31,0,0,4.0,1
4565,26,56,6.5,43,30,0,10.0,1
2185,3,56,6.5,43,53,0,,0
3076,32,131,2.8,40,24,0,,0
4651,248,355,1.0,30,0,0,91.0,0
1710,44,83,4.4,9,12,0,40.0,0
3016,35,117,3.1,6,21,0,99.0,0
1824,273,192,1.9,25,0,81,26.0,1
1459,33,56,6.5,30,23,0,40.0,0
3336,203,120,3.0,26,0,83,23.0,1
3413,2,56,6.5,3,54,0,,0
2495,138,179,2.0,22,0,0,35.0,0
4173,107,101,3.6,42,0,6,4.0,1
3752,151,114,3.2,45,0,37,16.0,1
1118,77,56,6.5,9,0,21,23.0,1
4489,37,158,2.3,50,19,0,,0
3512,527,477,0.8,35,0,50,,0
1103,84,56,6.5,7,0,28,,0
1049,17,68,5.4,37,39,0,37.0,0
2720,34,108,3.4,48,22,0,44.0,0
1853,132,168,2.2,9,0,0,,0
3864,71,57,6.4,27,0,14,,0
1474,86,56,6.5,28,0,30,,0
1718,215,267,1.4,45,0,0,79.0,0
4662,113,165,2.2,44,0,0,,0
4255,63,56,6.5,33,0,7,,0
1854,1,56,6.5,56,55,0,68.0,0
4211,94,315,1.2,59,0,0,207.0,0
2754,272,286,1.3,54,0,0,,0
1112,67,190,1.9,50,0,0,138.0,0
4639,118,78,4.7,6,0,40,,0
1753,38,96,3.8,17,18,0,,0
3279,11,81,4.5,23,45,0,75.0,0
3184,284,221,1.7,25,0,63,27.0,1
3670,94,56,6.5,19,0,38,13.0,1
1876,80,56,6.5,52,0,24,2.0,1
1924,294,201,1.8,29,0,93,14.0,1
2188,31,86,4.2,31,25,0,64.0,0
4476,50,271,1.3,6,6,0,213.0,0
3166,7,56,6.5,37,49,0,26.0,1
2536,77,86,4.2,34,0,0,,0
4572,34,56,6.5,24,22,0,,0
3379,58,90,4.1,58,0,0,46.0,0
2600,35,56,6.5,10,21,0,,0
3714,42,60,6.1,58,14,0,27.0,1
4351,43,56,6.5,59,13,0,3.0,1
4415,82,156,2.3,11,0,0,74.0,0
3224,146,159,2.3,24,0,0,6.0,1
3593,84,56,6.5,2,0,28,24.0,1
2126,259,261,1.4,50,0,0,14.0,1
2910,369,663,0.6,58,0,0,,0
4195,110,93,3.9,29,0,17,14.0,1
4896,10,56,6.5,16,46,0,39.0,0
1482,530,730,0.5,23,0,0,212.0,0
2073,29,56,6.5,35,27,0,31.0,0
3733,83,91,4.0,57,0,0,16.0,1
1265,145,103,3.5,43,0,42,29.0,1
4967,51,264,1.4,22,5,0,218.0,0
2751,49,120,3.0,35,7,0,,0
4162,21,60,6.1,6,35,0,33.0,0
1262,17,56,6.5,56,39,0,48.0,0
1397,102,68,5.4,23,0,34,,0
4810,44,56,6.5,23,12,0,28.0,1
3794,28,93,3.9,30,28,0,70.0,0
3446,10,57,6.4,37,46,0,,0
4378,38,56,6.5,42,18,0,9.0,1
1694,291,245,1.5,20,0,46,24.0,1
4708,21,60,6.1,11,35,0,41.0,0
1363,90,56,6.5,24,0,34,28.0,1
4999,71,78,4.7,57,0,0,3.0,1
3234,17,95,3.8,18,39,0,82.0,0
2892,48,56,6.5,27,8,0,4.0,1
1328,57,117,3.1,53,0,0,58.0,0
4065,61,56,6.5,7,0,5,29.0,1
2830,33,353,1.0,48,23,0,,0
3478,56,136,2.7,21,0,0,65.0,0
4104,7,65,5.6,56,49,0,54.0,0
1544,2,56,6.5,15,54,0,,0
4109,49,82,4.5,8,7,0,,0
1735,29,146,2.5,28,27,0,,0
3580,6,88,4.1,21,50,0,74.0,0
3628,24,75,4.9,8,32,0,40.0,0
1938,14,94,3.9,28,42,0,54.0,0
3314,27,56,6.5,34,29,0,16.0,1
3524,67,68,5.4,47,0,0,,0
2211,80,56,6.5,15,0,24,,0
3733,76,196,1.9,44,0,0,117.0,0
2405,26,114,3.2,43,30,0,,0
3503,11,56,6.5,37,45,0,43.0,0
1730,33,411,0.9,53,23,0,371.0,0
4127,11,96,3.8,27,45,0,103.0,0
2517,17,56,6.5,41,39,0,11.0,1
2832,127,178,2.1,26,0,0,63.0,0
3410,5,123,3.0,12,51,0,123.0,0
4370,58,123,3.0,34,0,0,58.0,0
2587,72,64,5.7,31,0,8,27.0,1
4060,96,129,2.8,3,0,0,19.0,1
1303,10,73,5.0,26,46,0,,0
4851,114,140,2.6,57,0,0,,0
3694,4,56,6.5,54,52,0,32.0,0
3146,37,63,5.8,6,19,0,5.0,1
1555,367,356,1.0,58,0,11,12.0,1
3181,17,56,6.5,20,39,0,37.0,0
3194,20,56,6.5,51,36,0,,0
3275,70,62,5.9,40,0,8,29.0,1
4945,48,56,6.5,17,8,0,2.0,1
4303,19,56,6.5,41,37,0,26.0,1
2897,115,74,4.9,1,0,41,9.0,1
3447,64,100,3.6,13,0,0,59.0,0
2418,5,86,4.2,18,51,0,97.0,0
3915,74,80,4.6,52,0,0,,0
4642,36,93,3.9,21,20,0,62.0,0
1603,279,204,1.8,52,0,75,17.0,1
2004,11,77,4.7,12,45,0,,0
1891,13,56,6.5,44,43,0,35.0,0
4699,86,71,5.1,12,0,15,3.0,1
4158,3,143,2.6,26,53,0,113.0,0
1418,122,278,1.3,42,0,0,161.0,0
4131,51,56,6.5,40,5,0,,0
2698,33,97,3.8,28,23,0,68.0,0
1506,50,118,3.1,44,6,0,,0
3704,7,56,6.5,25,49,0,,0
3214,56,91,4.0,21,0,0,40.0,0
2514,66,56,6.5,48,0,10,13.0,1
3179,8,56,6.5,50,48,0,43.0,0
2199,171,120,3.0,49,0,51,8.0,1
4526,5,66,5.5,11,51,0,,0
2583,117,105,3.5,9,0,12,17.0,1
1337,111,88,4.1,53,0,23,2.0,1
4572,22,56,6.5,35,34,0,17.0,1
3923,3,86,4.2,36,53,0,72.0,0
1061,10,56,6.5,49,46,0,5.0,1
4198,81,273,1.3,29,0,0,167.0,0
1022,65,56,6.5,40,0,9,,0
2211,130,76,4.8,17,0,54,18.0,1
4739,64,56,6.5,37,0,8,4.0,1
4176,181,142,2.6,48,0,39,26.0,1
1297,4,69,5.3,49,52,0,75.0,0
2763,16,59,6.2,8,40,0,34.0,0
2189,87,178,2.1,53,0,0,,0
3898,54,92,4.0,44,2,0,,0
4057,187,136,2.7,47,0,51,27.0,1
1057,56,56,6.5,5,0,0,2.0,1
1446,35,56,6.5,23,21,0,,0
3490,86,98,3.7,54,0,0,3.0,1
4057,90,69,5.3,10,0,21,,0
2534,87,148,2.5,47,0,0,59.0,0
4604,51,84,4.3,41,5,0,20.0,1
4042,84,106,3.4,47,0,0,41.0,0
2585,63,56,6.5,15,0,7,7.0,1
3945,94,407,0.9,16,0,0,,0
1754,56,78,4.7,27,0,0,7.0,1
3384,104,157,2.3,59,0,0,65.0,0
4914,47,56,6.5,32,9,0,15.0,1
1268,9,115,3.2,56,47,0,76.0,0
3103,61,56,6.5,40,0,5,,0
4048,25,129,2.8,51,31,0,,0
1219,113,67,5.4,45,0,46,4.0,1
4088,28,92,4.0,46,28,0,60.0,0
4884,45,157,2.3,35,11,0,132.0,0
4380,14,56,6.5,37,42,0,31.0,0
3135,15,56,6.5,24,41,0,31.0,0
4052,59,129,2.8,31,0,0,46.0,0
3529,203,482,0.8,51,0,0,271.0,0
3032,101,80,4.6,35,0,21,,0
2060,20,144,2.5,16,36,0,136.0,0
3701,80,82,4.5,40,0,0,,0
4184,193,425,0.9,36,0,0,232.0,0
3245,37,56,6.5,12,19,0,,0
3984,78,97,3.8,16,0,0,,0
4255,47,56,6.5,49,9,0,8.0,1
4989,29,56,6.5,5,27,0,13.0,1
3899,137,114,3.2,47,0,23,2.0,1
3454,80,100,3.6,5,0,0,,0
2707,91,71,5.1,20,0,20,29.0,1
1415,1,82,4.5,48,55,0,,0
2749,443,730,0.5,38,0,0,291.0,0
1742,11,73,5.0,36,45,0,39.0,0
2137,1,135,2.7,55,55,0,140.0,0
4414,70,56,6.5,32,0,14,27.0,1
3430,69,113,3.2,40,0,0,34.0,0
4577,13,74,4.9,11,43,0,93.0,0
1083,99,64,5.7,11,0,35,25.0,1
4748,146,385,0.9,43,0,0,,0
1490,166,230,1.6,49,0,0,39.0,0
3861,6,100,3.6,28,50,0,88.0,0
3047,72,56,6.5,12,0,16,,0
3598,26,67,5.4,46,30,0,51.0,0
3297,963,730,0.5,31,0,233,11.0,1
1618,69,74,4.9,40,0,0,12.0,1
2441,21,217,1.7,30,35,0,188.0,0
4408,387,285,1.3,20,0,102,,0
2486,24,107,3.4,27,32,0,53.0,0
1596,52,56,6.5,25,4,0,11.0,1
2145,70,56,6.5,50,0,14,,0
4328,38,155,2.4,34,18,0,115.0,0
3412,4,56,6.5,35,52,0,,0
2189,132,103,3.5,43,0,29,13.0,1
4937,55,56,6.5,54,1,0,8.0,1
1924,56,72,5.1,52,0,0,,0
2729,125,92,4.0,5,0,33,9.0,1
1915,132,111,3.3,40,0,21,,0
4113,34,56,6.5,39,22,0,21.0,1
2592,22,234,1.6,8,34,0,225.0,0
2259,38,56,6.5,19,18,0,10.0,1
1882,55,56,6.5,43,1,0,1.0,1
1844,66,82,4.5,18,0,0,14.0,1
4591,43,92,4.0,54,13,0,,0
2238,75,102,3.6,16,0,0,28.0,1
3106,134,267,1.4,19,0,0,109.0,0
3799,89,74,4.9,15,0,15,26.0,1
2418,31,81,4.5,29,25,0,60.0,0
3390,10,56,6.5,15,46,0,62.0,0
4315,174,173,2.1,29,0,1,5.0,1
3595,128,104,3.5,17,0,24,9.0,1
1283,30,64,5.7,15,26,0,9.0,1
1080,22,56,6.5,40,34,0,24.0,1
3631,419,285,1.3,11,0,134,10.0,1
3560,2,56,6.5,3,54,0,55.0,0
2372,123,56,6.5,13,0,67,,0
1435,73,119,3.1,38,0,0,43.0,0
1770,44,56,6.5,9,12,0,3.0,1
2292,87,56,6.5,55,0,31,24.0,1
2888,33,56,6.5,20,23,0,5.0,1
3326,191,160,2.3,54,0,31,27.0,1
1726,12,58,6.3,48,44,0,27.0,1
4361,427,730,0.5,26,0,0,307.0,0
2689,58,56,6.5,57,0,2,,0
4844,40,56,6.5,12,16,0,10.0,1
2927,100,57,6.4,49,0,43,27.0,1
3640,151,109,3.3,31,0,42,23.0,1
3940,59,61,6.0,2,0,0,,0
4736,104,146,2.5,33,0,0,47.0,0
1470,66,56,6.5,16,0,10,3.0,1
1438,7,56,6.5,5,49,0,57.0,0
2563,68,56,6.5,53,0,12,21.0,1
3017,78,56,6.5,17,0,22,,0
4847,21,59,6.2,59,35,0,46.0,0
2770,29,70,5.2,49,27,0,,0
3939,7,56,6.5,56,49,0,34.0,0
2298,139,243,1.5,40,0,0,91.0,0
3188,289,240,1.5,32,0,49,25.0,1
4993,11,68,5.4,15,45,0,,0
3726,30,56,6.5,12,26,0,25.0,1
4378,68,57,6.4,17,0,11,23.0,1
3821,57,56,6.5,10,0,1,17.0,1
3316,54,56,6.5,26,2,0,,0
4568,100,56,6.5,44,0,44,,0
3099,9,56,6.5,28,47,0,,0
3552,2,66,5.5,28,54,0,44.0,0
1246,88,56,6.5,23,0,32,,0
3902,55,106,3.4,20,1,0,48.0,0
3083,202,120,3.0,17,0,82,,0
4961,6,56,6.5,52,50,0,47.0,0
1106,121,248,1.5,44,0,0,,0
4984,3,56,6.5,8,53,0,43.0,0
1960,81,56,6.5,59,0,25,13.0,1
4626,115,122,3.0,50,0,0,10.0,1
3034,49,56,6.5,15,7,0,9.0,1
4212,176,116,3.1,41,0,60,25.0,1
1091,71,56,6.5,23,0,15,18.0,1
4262,392,274,1.3,53,0,118,27.0,1
2206,45,154,2.4,14,11,0,115.0,0
1205,1,56,6.5,40,55,0,76.0,0
3927,56,56,6.5,46,0,0,16.0,1
4725,226,343,1.1,27,0,0,127.0,0
3758,1,56,6.5,43,55,0,59.0,0
4684,17,56,6.5,13,39,0,,0
3088,120,56,6.5,39,0,64,23.0,1
2450,123,67,5.4,43,0,56,,0
1702,13,75,4.9,25,43,0,51.0,0
4409,244,159,2.3,26,0,85,1.0,1
4752,48,56,6.5,44,8,0,,0
3568,20,56,6.5,11,36,0,18.0,1
3789,18,129,2.8,38,38,0,107.0,0
1659,227,201,1.8,9,0,26,5.0,1
4988,18,56,6.5,43,38,0,21.0,1
1613,232,213,1.7,33,0,19,24.0,1
4939,4,92,4.0,51,52,0,55.0,0
4608,319,215,1.7,16,0,104,3.0,1
2770,92,85,4.3,49,0,7,22.0,1
3027,12,56,6.5,20,44,0,48.0,0
3333,39,79,4.6,7,17,0,56.0,0
2407,225,210,1.7,33,0,15,1.0,1
1583,1,56,6.5,13,55,0,52.0,0
4608,3,65,5.6,47,53,0,,0
3303,60,78,4.7,35,0,0,1.0,1
1093,4,56,6.5,4,52,0,,0
1669,14,342,1.1,31,42,0,325.0,0
2484,51,56,6.5,30,5,0,,0
1030,89,134,2.7,3,0,0,39.0,0
1607,36,83,4.4,41,20,0,,0
2315,50,246,1.5,27,6,0,168.0,0
3728,57,124,2.9,32,0,0,,0
1572,74,74,4.9,47,0,0,,0
1924,54,56,6.5,38,2,0,21.0,1
3031,225,170,2.1,58,0,55,27.0,1
2953,5,56,6.5,6,51,0,46.0,0
4602,143,150,2.4,57,0,0,17.0,1
3009,67,56,6.5,8,0,11,1.0,1
3820,78,245,1.5,54,0,0,162.0,0
3707,57,102,3.6,24,0,0,40.0,0
4021,206,150,2.4,15,0,56,13.0,1
2258,35,96,3.8,25,21,0,78.0,0
1284,42,56,6.5,27,14,0,9.0,1
1514,23,56,6.5,44,33,0,2.0,1
1339,209,154,2.4,13,0,55,,0
1536,78,102,3.6,20,0,0,20.0,1
1232,157,231,1.6,5,0,0,,0
1324,42,124,2.9,38,14,0,53.0,0
2078,47,56,6.5,7,9,0,8.0,1
2463,24,56,6.5,58,32,0,31.0,0
3972,70,97,3.8,5,0,0,23.0,1
2265,35,56,6.5,28,21,0,,0
1636,301,343,1.1,37,0,0,,0
3024,122,128,2.9,29,0,0,,0
2320,159,240,1.5,42,0,0,107.0,0
1129,5,56,6.5,37,51,0,10.0,1
2541,17,243,1.5,59,39,0,243.0,0
1227,544,536,0.7,7,0,8,5.0,1
1186,32,56,6.5,46,24,0,,0
2216,99,166,2.2,26,0,0,72.0,0
4358,11,90,4.1,47,45,0,,0
4930,23,56,6.5,58,33,0,63.0,0
2388,69,133,2.7,19,0,0,,0
4172,90,175,2.1,10,0,0,78.0,0
4117,2,56,6.5,56,54,0,1.0,1
3619,141,228,1.6,42,0,0,,0
2581,17,56,6.5,20,39,0,,0
1274,40,56,6.5,46,16,0,,0
2280,115,100,3.6,31,0,15,24.0,1
1734,49,91,4.0,36,7,0,,0
1017,63,56,6.5,46,0,7,,0
2926,166,172,2.1,6,0,0,15.0,1
4952,65,137,2.7,15,0,0,,0
1415,267,178,2.1,24,0,89,15.0,1
3274,58,81,4.5,30,0,0,22.0,1
2247,200,145,2.5,9,0,55,24.0,1
3362,21,63,5.8,1,35,0,66.0,0
3112,3,465,0.8,50,53,0,,0
1992,58,56,6.5,47,0,2,,0
1779,423,485,0.8,15,0,0,,0
3220,48,92,4.0,58,8,0,,0
2687,62,56,6.5,6,0,6,27.0,1
1437,118,268,1.4,15,0,0,127.0,0
4843,59,99,3.7,59,0,0,46.0,0
4150,69,177,2.1,7,0,0,88.0,0
3271,279,239,1.5,46,0,40,,0
4351,175,117,3.1,27,0,58,14.0,1
3070,29,56,6.5,10,27,0,,0
1344,290,196,1.9,32,0,94,,0
1729,87,90,4.1,21,0,0,2.0,1
3324,206,155,2.4,44,0,51,25.0,1
2733,18,56,6.5,37,38,0,20.0,1
3197,5,128,2.9,54,51,0,,0
3681,20,56,6.5,38,36,0,27.0,1
3156,345,337,1.1,36,0,8,4.0,1
4814,100,148,2.5,14,0,0,65.0,0
4812,4,109,3.3,42,52,0,83.0,0
3762,10,132,2.8,39,46,0,136.0,0
2828,20,56,6.5,41,36,0,,0
3333,288,329,1.1,48,0,0,,0
4358,401,442,0.8,14,0,0,27.0,1
4360,10,123,3.0,2,46,0,114.0,0
1876,32,321,1.1,24,24,0,,0
1075,54,57,6.4,10,2,0,,0
2434,38,56,6.5,42,18,0,,0
3297,125,93,3.9,6,0,32,4.0,1
3125,124,127,2.9,3,0,0,15.0,1
3814,58,65,5.6,34,0,0,4.0,1
1884,69,138,2.6,26,0,0,70.0,0
4385,103,115,3.2,10,0,0,27.0,1
3944,90,56,6.5,38,0,34,11.0,1
4647,97,136,2.7,54,0,0,46.0,0
2017,187,179,2.0,21,0,8,1.0,1
4180,128,103,3.5,52,0,25,,0
2649,255,226,1.6,25,0,29,,0
2904,82,56,6.5,2,0,26,6.0,1
1839,13,130,2.8,36,43,0,102.0,0
4399,84,56,6.5,1,0,28,6.0,1
2255,61,56,6.5,44,0,5,3.0,1
4548,38,56,6.5,42,18,0,8.0,1
3585,66,56,6.5,36,0,10,11.0,1
2881,26,58,6.3,44,30,0,,0
3736,72,75,4.9,24,0,0,,0
1427,168,175,2.1,10,0,0,26.0,1
3602,42,69,5.3,51,14,0,,0
1048,18,56,6.5,35,38,0,25.0,1
1179,313,224,1.6,22,0,89,9.0,1
1326,66,56,6.5,46,0,10,14.0,1
1671,72,85,4.3,47,0,0,24.0,1
2641,1,128,2.9,34,55,0,128.0,0
4894,133,105,3.5,32,0,28,21.0,1
1112,35,216,1.7,16,21,0,183.0,0
2273,108,132,2.8,30,0,0,21.0,1
1529,44,56,6.5,36,12,0,26.0,1
4194,169,514,0.7,59,0,0,346.0,0
3005,24,105,3.5,31,32,0,85.0,0
2820,11,80,4.6,30,45,0,72.0,0
2695,166,194,1.9,5,0,0,49.0,0
1181,138,109,3.3,24,0,29,,0
1496,19,123,3.0,46,37,0,,0
3643,792,660,0.6,36,0,132,1.0,1
4870,5,72,5.1,27,51,0,,0
3730,86,69,5.3,14,0,17,16.0,1
1680,103,98,3.7,37,0,5,12.0,1
1903,261,212,1.7,13,0,49,18.0,1
3858,4,56,6.5,20,52,0,40.0,0
4043,27,56,6.5,28,29,0,14.0,1
3994,70,56,6.5,51,0,14,11.0,1
1135,13,56,6.5,6,43,0,47.0,0
2660,23,64,5.7,9,33,0,42.0,0
4592,159,134,2.7,22,0,25,15.0,1
4661,16,56,6.5,23,40,0,14.0,1
2453,11,56,6.5,8,45,0,34.0,0
1544,16,95,3.8,1,40,0,101.0,0
1313,236,179,2.0,7,0,57,10.0,1
3126,58,56,6.5,56,0,2,9.0,1
4293,141,173,2.1,12,0,0,17.0,1
1349,1,173,2.1,39,55,0,188.0,0
4303,121,193,1.9,17,0,0,68.0,0
4998,59,238,1.5,50,0,0,171.0,0
2988,244,524,0.7,16,0,0,263.0,0
1082,12,67,5.4,4,44,0,35.0,0
4375,36,98,3.7,37,20,0,,0
1873,80,64,5.7,9,0,16,15.0,1
3698,13,90,4.1,9,43,0,82.0,0
4967,215,306,1.2,27,0,0,,0
1484,63,56,6.5,12,0,7,20.0,1
1329,2,56,6.5,34,54,0,48.0,0
3927,263,270,1.4,23,0,0,20.0,1
3687,171,203,1.8,35,0,0,32.0,0
4427,28,67,5.4,40,28,0,54.0,0
2952,25,178,2.1,9,31,0,145.0,0
1444,70,118,3.1,43,0,0,,0
2111,78,298,1.2,13,0,0,197.0,0
4342,36,95,3.8,52,20,0,,0
2564,128,204,1.8,50,0,0,84.0,0
2766,685,730,0.5,46,0,0,,0
2178,44,145,2.5,58,12,0,,0
4859,109,93,3.9,57,0,16,,0
3061,129,160,2.3,43,0,0,,0
1508,9,67,5.4,2,47,0,55.0,0
1548,344,608,0.6,47,0,0,,0
2507,125,103,3.5,2,0,22,,0
4940,45,72,5.1,29,11,0,27.0,1
2239,108,56,6.5,45,0,52,20.0,1
2072,285,216,1.7,57,0,69,5.0,1
2770,215,180,2.0,22,0,35,4.0,1
4513,27,60,6.1,43,29,0,39.0,0
3809,209,142,2.6,21,0,67,15.0,1
3012,50,56,6.5,59,6,0,10.0,1
3062,80,104,3.5,47,0,0,,0
1516,24,129,2.8,6,32,0,99.0,0
2005,353,352,1.0,47,0,1,4.0,1
4680,45,56,6.5,57,11,0,5.0,1
3790,3,56,6.5,28,53,0,4.0,1
4052,66,56,6.5,16,0,10,11.0,1
2836,36,56,6.5,1,20,0,,0
1896,305,262,1.4,23,0,43,1.0,1
3350,329,310,1.2,8,0,19,,0
1289,116,116,3.1,52,0,0,20.0,1
1999,93,239,1.5,8,0,0,139.0,0
4064,115,100,3.6,42,0,15,10.0,1
1135,49,83,4.4,1,7,0,51.0,0
1237,91,68,5.4,11,0,23,3.0,1
4637,27,70,5.2,8,29,0,18.0,1
1086,24,56,6.5,47,32,0,,0
3275,11,111,3.3,51,45,0,124.0,0
4643,91,87,4.2,31,0,4,9.0,1
4020,110,163,2.2,46,0,0,49.0,0
3852,24,97,3.8,36,32,0,44.0,0
1429,49,79,4.6,8,7,0,60.0,0
4345,42,56,6.5,24,14,0,,0
4593,29,95,3.8,27,27,0,40.0,0
1762,92,162,2.3,29,0,0,,0
2603,71,56,6.5,44,0,15,9.0,1
2734,48,96,3.8,18,8,0,,0
2507,43,108,3.4,9,13,0,,0
1597,8,56,6.5,36,48,0,,0
2898,6,56,6.5,38,50,0,18.0,1
3538,74,108,3.4,14,0,0,36.0,0
4915,21,56,6.5,13,35,0,50.0,0
4479,142,119,3.1,40,0,23,,0
2838,25,56,6.5,52,31,0,37.0,0
3084,56,210,1.7,24,0,0,160.0,0
1199,500,584,0.6,39,0,0,75.0,0
2491,36,56,6.5,14,20,0,19.0,1
3090,94,138,2.6,8,0,0,37.0,0
4281,7,56,6.5,12,49,0,44.0,0
2304,202,207,1.8,52,0,0,,0
3801,70,56,6.5,31,0,14,,0
4926,14,132,2.8,34,42,0,111.0,0
3533,1,56,6.5,36,55,0,63.0,0
3705,49,76,4.8,21,7,0,38.0,0
2970,112,56,6.5,4,0,56,12.0,1
1763,139,173,2.1,11,0,0,45.0,0
1301,53,56,6.5,56,3,0,17.0,1
3762,50,139,2.6,42,6,0,84.0,0
2978,53,68,5.4,37,3,0,,0
4238,81,82,4.5,41,0,0,4.0,1
1333,19,101,3.6,7,37,0,103.0,0
4951,12,56,6.5,55,44,0,58.0,0
2277,63,106,3.4,12,0,0,38.0,0
1853,152,306,1.2,5,0,0,158.0,0
1236,17,56,6.5,3,39,0,23.0,1
4493,22,229,1.6,32,34,0,215.0,0
3742,70,298,1.2,40,0,0,269.0,0
3382,11,56,6.5,52,45,0,,0
3820,45,56,6.5,35,11,0,5.0,1
1112,82,114,3.2,36,0,0,3.0,1
1388,15,58,6.3,12,41,0,,0
1888,580,401,0.9,30,0,179,4.0,1
1689,52,92,4.0,33,4,0,2.0,1
4881,58,56,6.5,40,0,2,26.0,1
2426,59,56,6.5,41,0,3,8.0,1
3721,4,215,1.7,3,52,0,,0
3356,29,57,6.4,26,27,0,,0
2044,51,93,3.9,38,5,0,44.0,0
2324,250,193,1.9,52,0,57,17.0,1
4039,56,61,6.0,41,0,0,12.0,1
2595,32,86,4.2,34,24,0,24.0,1
2972,108,88,4.1,3,0,20,10.0,1
4061,122,155,2.4,14,0,0,,0
4602,144,144,2.5,45,0,0,,0
3519,141,75,4.9,46,0,66,,0
3850,33,94,3.9,14,23,0,40.0,0
2873,82,66,5.5,17,0,16,28.0,1
3808,57,56,6.5,15,0,1,17.0,1
1013,125,110,3.3,12,0,15,14.0,1
2621,174,409,0.9,39,0,0,236.0,0
1614,67,56,6.5,41,0,11,21.0,1
3269,64,56,6.5,44,0,8,9.0,1
2291,53,56,6.5,30,3,0,6.0,1
1688,122,160,2.3,49,0,0,31.0,0
2739,116,128,2.9,59,0,0,,0
4549,86,79,4.6,51,0,7,20.0,1
4074,33,56,6.5,7,23,0,29.0,1
2142,116,96,3.8,48,0,20,12.0,1
3151,61,56,6.5,35,0,5,,0
4423,63,100,3.6,51,0,0,,0
4738,248,180,2.0,51,0,68,18.0,1
1731,62,56,6.5,52,0,6,12.0,1
2489,54,56,6.5,31,2,0,8.0,1
2396,292,318,1.1,52,0,0,,0
1664,2,56,6.5,40,54,0,77.0,0
4582,67,223,1.6,37,0,0,,0
4982,81,79,4.6,14,0,2,3.0,1
1882,68,79,4.6,51,0,0,7.0,1
4564,82,127,2.9,58,0,0,60.0,0
3799,76,56,6.5,28,0,20,11.0,1
2050,66,100,3.6,53,0,0,39.0,0
4854,13,66,5.5,12,43,0,,0
3205,68,56,6.5,41,0,12,27.0,1
2738,5,117,3.1,6,51,0,,0
3746,54,72,5.1,4,2,0,33.0,0
2964,76,79,4.6,33,0,0,13.0,1
2204,41,56,6.5,56,15,0,,0
3637,476,321,1.1,5,0,155,18.0,1
1300,125,181,2.0,9,0,0,55.0,0
4931,199,194,1.9,39,0,5,10.0,1
4271,41,70,5.2,18,15,0,10.0,1
3492,24,56,6.5,32,32,0,,0
1266,377,429,0.9,31,0,0,,0
1077,3,85,4.3,34,53,0,,0
4762,38,56,6.5,40,18,0,32.0,0
3670,120,125,2.9,27,0,0,19.0,1
2749,296,228,1.6,37,0,68,21.0,1
2225,86,88,4.1,37,0,0,25.0,1
1227,185,250,1.5,54,0,0,60.0,0
4494,121,214,1.7,39,0,0,123.0,0
2047,18,56,6.5,44,38,0,48.0,0
4717,73,56,6.5,13,0,17,29.0,1
3592,154,193,1.9,4,0,0,33.0,0
3453,22,56,6.5,9,34,0,21.0,1
4899,82,79,4.6,8,0,3,,0
4475,110,56,6.5,46,0,54,,0
4082,35,61,6.0,6,21,0,22.0,1
2138,11,70,5.2,33,45,0,29.0,1
3850,51,67,5.4,6,5,0,,0
2088,108,57,6.4,48,0,51,25.0,1
4433,55,56,6.5,17,1,0,6.0,1
2881,208,563,0.6,37,0,0,384.0,0
4277,186,401,0.9,13,0,0,213.0,0
2456,75,56,6.5,22,0,19,3.0,1
2089,99,319,1.1,50,0,0,189.0,0
3477,19,65,5.6,19,37,0,44.0,0
3692,116,99,3.7,28,0,17,18.0,1
1678,66,85,4.3,55,0,0,,0
1078,42,56,6.5,53,14,0,18.0,1
4028,235,197,1.9,58,0,38,,0
1732,17,99,3.7,43,39,0,69.0,0
2458,14,61,6.0,25,42,0,,0
3452,19,56,6.5,44,37,0,,0
4237,54,56,6.5,8,2,0,,0
3547,86,56,6.5,45,0,30,1.0,1
4491,49,90,4.1,58,7,0,41.0,0
