date,hospital_id,dow,weekend,month,holiday,temp_c,rain_mm,flu_index,trauma_cases,scheduled_surgeries,donation_campaign,supply_shock,blood_type,stock_start,units_collected,units_used,wastage,stock_end,critical_stock,stockout_next_day,heavy_demand,heavy_demand_next_day
2021-12-15,Central,6,1,12,0,14.550389237184817,6.602956424617163,0.712975470266633,8,7,0,0,B+,0,6,6,0,0,1,1,0,0
2021-12-16,Central,0,0,12,0,20.680953407228618,1.5422080346474532,0.5908903558083775,4,22,0,0,B+,0,6,8,0,0,1,1,0,0
2021-12-17,Central,1,0,12,0,14.929919786781753,4.497480595317112,0.5183736905884746,8,18,0,0,B+,0,4,8,0,0,1,0,0,0
2021-12-18,Central,2,0,12,0,22.520160354864817,7.589617367194021,0.451017842559002,6,23,0,0,B+,0,7,6,0,1,1,1,0,0
2021-12-19,Central,3,0,12,0,19.222994006785346,1.1812822320926826,0.5830129435832588,3,23,0,0,B+,1,3,7,0,0,1,0,0,0
2021-12-20,Central,4,0,12,0,22.571304834323232,6.030384567401065,0.6116688344659766,4,21,0,0,B+,0,3,1,0,2,1,0,0,0
2021-12-21,Central,5,1,12,0,26.130112276921054,2.114415608850566,0.4720054423232931,7,13,0,0,B+,2,6,7,0,1,1,1,0,0
2021-12-22,Central,6,1,12,0,18.432929840930697,17.574564644377077,0.5041833269417444,7,11,0,0,B+,1,5,6,0,0,1,1,0,0
2021-12-23,Central,0,0,12,0,25.70178389869677,1.6593430821227355,0.8054870015272148,2,28,0,0,B+,0,5,5,0,0,1,1,0,0
2021-12-24,Central,1,0,12,0,17.805211356590863,7.290886153192275,0.4554534798276619,8,20,0,1,B+,0,3,5,0,0,1,1,0,1
2021-12-25,Central,2,0,12,1,21.054252845753684,6.266556305975648,0.5739338226045354,6,12,0,0,B+,0,1,9,0,0,1,1,1,0
2021-12-26,Central,3,0,12,0,18.379995933924555,1.4275803800824969,0.53736128837453,6,19,0,0,B+,0,3,4,0,0,1,1,0,0
2021-12-27,Central,4,0,12,0,20.1551152012138,1.6615432796187248,0.5339767859010133,5,25,0,0,B+,0,1,7,0,0,1,1,0,0
2021-12-28,Central,5,1,12,0,18.818351942266133,14.26346848789772,0.6209888286882412,3,9,0,0,B+,0,6,7,0,0,1,1,0,0
2021-12-29,Central,6,1,12,0,15.700970861264532,7.288904311959053,0.613493413296376,4,18,0,0,B+,0,4,6,0,0,1,0,0,0
2021-12-30,Central,0,0,12,0,18.43637516792185,4.036393972641191,0.5664744234283393,6,17,0,0,B+,0,8,4,0,4,1,0,0,0
2021-12-31,Central,1,0,12,0,21.83661670373451,3.305219548428538,0.6857050275498086,5,26,0,0,B+,4,6,6,0,4,1,0,0,0
2022-01-01,Central,2,0,1,1,16.77920035769885,3.836877716018125,0.6077607029588927,7,16,0,0,B+,4,5,7,1,1,5,1,0,0
2022-01-02,Central,3,0,1,0,18.91257979913119,6.685825448014527,0.6384487793551774,4,17,0,0,B+,1,4,7,0,0,5,1,0,0
2022-01-03,Central,4,0,1,0,19.9916315505948,6.685825448014527,0.6092286971970549,6,15,0,0,B+,0,5,6,0,0,5,1,0,0
2022-01-04,Central,5,1,1,0,21.82364859012341,5.532003135181021,0.6492783538060396,3,10,0,0,B+,0,4,6,0,0,5,1,0,0
2022-01-05,Central,6,1,1,0,17.487988892889796,4.6252254093036695,0.6918336342293182,9,13,0,0,B+,0,3,7,0,0,5,0,0,0
2022-01-06,Central,0,0,1,0,22.596699176804584,4.296185718388292,0.5538656289092603,4,13,0,0,B+,0,7,1,0,6,5,1,0,0
2022-01-07,Central,1,0,1,0,19.253591072282944,2.3822059377448013,0.7660944951808598,5,17,0,0,B+,6,0,6,0,0,5,1,0,0
2022-01-08,Central,2,0,1,0,21.13459750869397,14.054397275501865,0.4475764966615901,10,17,0,0,B+,0,4,6,1,0,5,1,0,0
2022-01-09,Central,3,0,1,0,19.53241086092309,0.7972464404411583,0.5906338671134852,6,18,0,0,B+,0,3,5,0,0,5,0,0,0
2022-01-10,Central,4,0,1,0,23.287708920368324,3.075571352162873,0.6539470459077177,3,24,0,0,B+,0,6,5,0,1,5,1,0,0
2022-01-11,Central,5,1,1,0,21.04238874325709,2.356285571550116,0.5253820021048776,4,13,0,0,B+,1,3,3,2,0,5,1,0,0
2022-01-12,Central,6,1,1,0,22.7059747422088,2.3971138658239264,0.5666741486595962,8,15,0,0,B+,0,0,7,0,0,5,1,0,0
2022-01-13,Central,0,0,1,0,22.204891693582244,5.776968639003363,0.5966117649474307,8,20,0,0,B+,0,3,8,0,0,5,1,0,0
2022-01-14,Central,1,0,1,0,17.904909296714457,10.778146372530909,0.5499538907692164,5,15,0,0,B+,0,3,6,0,0,5,0,0,0
2022-01-15,Central,2,0,1,0,18.47026750533112,3.1747928663062632,0.7059435491877223,3,9,0,0,B+,0,5,2,0,3,5,0,0,0
2022-01-16,Central,3,0,1,0,23.78944853381242,2.9411752704795275,0.5538656289092603,7,22,0,0,B+,3,6,7,0,2,5,1,0,1
2022-01-17,Central,4,0,1,0,28.86214632731697,19.10322742728198,0.6608633170448726,7,19,0,0,B+,2,7,11,0,0,5,0,1,0
2022-01-18,Central,5,1,1,0,25.427414391671235,8.329838215525717,0.7339545345916236,7,20,0,0,B+,0,5,4,0,1,5,1,0,0
2022-01-19,Central,6,1,1,0,23.79064249336914,4.854092752313665,0.4536055870136494,9,9,0,0,B+,1,4,5,0,0,5,1,0,0
2022-01-20,Central,0,0,1,0,24.03445932892157,8.173126134129266,0.7144086355565177,8,16,0,0,B+,0,3,6,0,0,5,0,0,0
2022-01-21,Central,1,0,1,0,22.95150343562426,4.894633649361425,0.5971649313617905,4,17,0,0,B+,0,7,6,0,1,5,1,0,0
2022-01-22,Central,2,0,1,0,24.14573096071379,5.572486611284837,0.6892381265442359,10,15,1,0,B+,1,4,7,0,0,5,1,0,0
2022-01-23,Central,3,0,1,0,26.531039691373167,1.921353512997108,0.5014296485249852,6,17,1,0,B+,0,6,7,0,0,5,0,0,0
2022-01-24,Central,4,0,1,0,25.16595674465971,4.896555310709729,0.4304716847826133,6,16,0,0,B+,0,4,3,0,1,5,1,0,0
2022-01-25,Central,5,1,1,0,23.35177752345729,3.780827167005981,0.5887145978561719,7,12,0,0,B+,1,1,5,0,0,5,0,0,0
2022-01-26,Central,6,1,1,0,25.322473229521343,1.0184429358801257,0.6217394513080722,6,7,0,0,B+,0,6,4,0,2,5,0,0,0
2022-01-27,Central,0,0,1,0,22.64741535439773,13.923916325795156,0.6960908492188997,6,19,0,0,B+,2,5,5,0,2,5,1,0,1
2022-01-28,Central,1,0,1,0,22.09370069633056,3.920267802287473,0.6058294590262793,4,18,0,0,B+,2,6,10,0,0,5,0,1,0
2022-01-29,Central,2,0,1,0,22.914411605703897,3.2508675353971515,0.602822541188124,5,9,0,0,B+,0,6,3,0,3,5,0,0,0
2022-01-30,Central,3,0,1,0,23.70460057601093,4.432875098918504,0.6248623965463931,5,13,0,0,B+,3,4,4,0,3,5,0,0,0
2022-01-31,Central,4,0,1,0,27.29327268444993,2.3498578014450056,0.5642597817023258,5,13,0,0,B+,3,6,6,0,3,5,0,0,0
2022-02-01,Central,5,1,2,0,25.066749263420384,3.2261538451477296,0.4781584534025348,6,18,0,0,B+,3,5,2,0,6,5,0,0,0
2022-02-02,Central,6,1,2,0,25.41098034400669,4.432875098918504,0.6187520714158956,9,5,0,0,B+,6,0,5,0,1,5,1,0,0
2022-02-03,Central,0,0,2,0,23.405996259328504,8.571257417188589,0.5489139047698383,4,14,0,0,B+,1,3,5,1,0,5,1,0,0
2022-02-04,Central,1,0,2,0,27.634924227023227,0.6727912473627801,0.5891577745765081,7,17,0,1,B+,0,2,7,0,0,5,1,0,1
2022-02-05,Central,2,0,2,0,27.651384002565333,5.951826068754049,0.56999918887327,5,16,0,0,B+,0,5,11,0,0,5,1,1,0
2022-02-06,Central,3,0,2,0,25.41098034400669,4.030551923843356,0.6458936026380871,6,15,0,0,B+,0,4,8,0,0,5,1,0,0
2022-02-07,Central,4,0,2,0,25.153520576860863,6.518891212014631,0.6456160723129672,6,19,0,0,B+,0,1,5,0,0,5,1,0,0
2022-02-08,Central,5,1,2,0,25.579424927235312,2.3440124016597585,0.6229192603042313,8,6,0,0,B+,0,6,8,0,0,5,0,0,0
2022-02-09,Central,6,1,2,0,22.417886786775888,10.285861400698042,0.6618419398610312,7,12,0,0,B+,0,5,0,0,5,5,0,0,0
2022-02-10,Central,0,0,2,0,25.579424927235312,3.3820948681423486,0.4852686936539138,7,17,0,0,B+,5,6,7,0,4,5,0,0,0
2022-02-11,Central,1,0,2,0,23.612380567931083,2.2017868492556514,0.5794937067446002,6,16,0,0,B+,4,0,1,0,3,5,0,0,0
2022-02-12,Central,2,0,2,0,27.202712847981623,12.54568111339428,0.6106855131646503,6,12,0,0,B+,3,5,6,0,2,5,1,0,1
2022-02-13,Central,3,0,2,0,23.56917709414821,3.2897876087137696,0.6790617868733719,6,21,0,0,B+,2,4,12,0,0,5,1,1,0
2022-02-14,Central,4,0,2,0,24.08476339689268,10.314415573166004,0.6049596233489036,8,19,1,0,B+,0,4,7,0,0,5,1,0,0
2022-02-15,Central,5,1,2,0,22.958401830676017,3.565543118378977,0.6293715501508964,2,10,0,0,B+,0,3,4,1,0,5,1,0,0
2022-02-16,Central,6,1,2,0,26.380326677626805,3.601058036342156,0.6051575385277541,7,11,0,0,B+,0,3,4,0,0,5,1,0,0
2022-02-17,Central,0,0,2,0,26.43054150353389,12.425725820826887,0.6051575385277541,4,13,0,0,B+,0,6,8,2,0,5,1,0,0
2022-02-18,Central,1,0,2,0,26.380326677626805,0.8174619917201401,0.573019923511238,6,15,0,0,B+,0,5,5,0,0,5,1,0,0
2022-02-19,Central,2,0,2,0,24.34206231173848,3.2897876087137696,0.6571423390154769,5,12,0,0,B+,0,1,3,0,0,5,1,0,0
2022-02-20,Central,3,0,2,0,23.594804465893144,5.087024412239683,0.6432905288643624,5,11,0,0,B+,0,4,6,0,0,5,1,0,0
2022-02-21,Central,4,0,2,0,27.36893085419841,17.309706164478257,0.5429099298523283,10,19,0,0,B+,0,3,7,0,0,5,1,0,0
2022-02-22,Central,5,1,2,0,25.760437716061467,2.8048132356173605,0.673674038355851,5,11,0,0,B+,0,4,6,1,0,5,1,0,1
2022-02-23,Central,6,1,2,0,26.71966221858903,9.707318752476766,0.5523031666660063,10,9,0,0,B+,0,1,11,0,0,5,1,1,0
2022-02-24,Central,0,0,2,0,28.186039521610105,7.129636572684535,0.5470023921110317,2,12,0,0,B+,0,3,7,0,0,5,1,0,1
2022-02-25,Central,1,0,2,0,23.15987184455432,0.3816178388571084,0.6795152034764476,7,16,0,0,B+,0,0,9,1,0,5,0,1,0
2022-02-26,Central,2,0,2,0,29.036310044645354,0.8174619917201401,0.6542722300237307,6,15,0,1,B+,0,4,2,0,2,5,1,0,0
2022-02-27,Central,3,0,2,0,27.67619954540141,3.2787102795187386,0.6202307851975919,5,10,0,0,B+,2,4,8,0,0,5,1,0,1
2022-02-28,Central,4,0,2,0,23.344116453718897,5.087024412239683,0.4742668870581529,2,20,0,0,B+,0,7,10,1,0,5,1,1,0
2022-03-01,Central,5,1,3,0,24.167709445368192,5.379021085385353,0.6548599228219729,6,13,0,0,B+,0,2,8,2,0,5,1,0,0
2022-03-02,Central,6,1,3,0,26.489662602290306,7.591822470834913,0.5829841191606676,6,14,0,0,B+,0,3,5,0,0,5,1,0,0
2022-03-03,Central,0,0,3,0,29.940637413560605,4.844532860588793,0.5145290111573319,6,15,0,0,B+,0,2,5,2,0,5,1,0,0
2022-03-04,Central,1,0,3,0,30.50134177874445,3.400379545626268,0.5673289098196219,13,19,0,0,B+,0,5,6,0,0,5,0,0,0
2022-03-05,Central,2,0,3,0,29.200038821476262,0.6019444175284973,0.6542722300237307,3,11,0,0,B+,0,6,2,2,2,5,1,0,1
2022-03-06,Central,3,0,3,0,25.32049474751108,4.859398939002827,0.5650227706511124,4,22,0,0,B+,2,3,9,0,0,5,1,1,1
2022-03-07,Central,4,0,3,0,25.902754536533223,25.821045614486525,0.6185237460222656,7,18,0,0,B+,0,7,10,0,0,5,1,1,0
2022-03-08,Central,5,1,3,0,27.67619954540141,0.5817270632311721,0.5241457030286885,5,9,0,0,B+,0,3,4,0,0,5,1,0,0
2022-03-09,Central,6,1,3,0,28.19411775505924,1.432664451766929,0.6550974730889926,13,11,0,0,B+,0,3,3,0,0,5,1,0,1
2022-03-10,Central,0,0,3,0,26.5232441270855,9.17497300884718,0.6837256236961128,13,16,0,0,B+,0,5,10,0,0,5,1,1,0
2022-03-11,Central,1,0,3,0,26.558991083833625,4.501590104740843,0.6111888464607548,7,13,0,0,B+,0,2,7,1,0,5,1,0,0
2022-03-12,Central,2,0,3,0,26.62700692004332,2.8563852189885792,0.4403273931104165,3,15,0,0,B+,0,1,6,0,0,5,1,0,0
2022-03-13,Central,3,0,3,0,25.93039552677474,0.603571712549496,0.6041738654926027,8,22,0,1,B+,0,0,8,0,0,5,1,0,0
2022-03-14,Central,4,0,3,0,25.956521840575743,2.8563852189885792,0.5278455410626183,6,18,0,0,B+,0,4,4,0,0,5,1,0,0
2022-03-15,Central,5,1,3,0,28.670310639728104,7.331768598571877,0.6321401528004549,9,7,1,0,B+,0,4,6,0,0,5,1,0,0
2022-03-16,Central,6,1,3,0,31.113435875995314,5.274219262246006,0.5532100692053599,3,13,0,0,B+,0,5,8,0,0,5,1,0,1
2022-03-17,Central,0,0,3,0,28.890113594138576,4.9486110345985015,0.5765823361314893,4,23,0,1,B+,0,4,11,0,0,5,1,1,0
2022-03-18,Central,1,0,3,0,29.021898678158863,2.957311043234132,0.7074452457854646,3,16,0,0,B+,0,2,8,0,0,5,1,0,0
2022-03-19,Central,2,0,3,0,25.862861800731075,2.442441258304465,0.5058008258460795,7,10,0,1,B+,0,1,7,0,0,5,0,0,0
2022-03-20,Central,3,0,3,0,31.12619824571883,2.5223769696897387,0.5998464117458923,3,17,0,0,B+,0,4,3,0,1,5,1,0,1
2022-03-21,Central,4,0,3,0,31.26211581291856,10.356437710042991,0.6821738366861051,9,15,0,0,B+,1,4,10,0,0,5,0,1,0
2022-03-22,Central,5,1,3,0,22.91026399205634,11.37036954591826,0.6195698112891425,2,10,0,0,B+,0,7,4,0,3,5,0,0,0
2022-03-23,Central,6,1,3,0,28.54616938333827,2.853245587368599,0.6518852670372828,2,8,0,0,B+,3,5,4,0,4,5,1,0,1
2022-03-24,Central,0,0,3,0,25.198979910108694,13.6960606127286,0.4572751479498853,11,21,0,0,B+,4,5,14,2,0,5,1,1,0
2022-03-25,Central,1,0,3,0,26.312741576015515,0.6717040399580742,0.4630823102904238,3,15,0,0,B+,0,2,6,0,0,5,1,0,0
2022-03-26,Central,2,0,3,0,25.422787852748588,5.074606414434975,0.6041738654926027,6,13,0,0,B+,0,2,6,0,0,5,1,0,0
2022-03-27,Central,3,0,3,0,30.225339844729803,4.239179460465436,0.5633356304132513,1,13,0,0,B+,0,6,5,2,0,5,1,0,0
2022-03-28,Central,4,0,3,0,31.88627061862072,2.9537706226962617,0.636859360809477,4,19,0,0,B+,0,2,7,0,0,5,1,0,0
2022-03-29,Central,5,1,3,0,29.558946392437644,1.153115943150908,0.6372531761822683,7,8,0,0,B+,0,0,4,0,0,5,1,0,0
2022-03-30,Central,6,1,3,0,27.80564856654826,5.074606414434975,0.6195698112891425,8,10,0,0,B+,0,3,8,2,0,5,1,0,0
2022-03-31,Central,0,0,3,0,29.18898279065013,4.080132342915814,0.6616828973407844,6,21,0,0,B+,0,4,5,0,0,5,1,0,0
2022-04-01,Central,1,0,4,0,28.784353407617683,10.164053036542953,0.4950214704325958,3,18,0,0,B+,0,4,7,0,0,5,1,0,0
2022-04-02,Central,2,0,4,0,28.52206072616584,0.7178527456055713,0.1899699753338816,4,22,0,0,B+,0,4,7,0,0,5,1,0,0
2022-04-03,Central,3,0,4,0,26.55047290815562,11.866762689162584,0.6460855602849113,8,18,0,0,B+,0,2,4,0,0,5,1,0,1
2022-04-04,Central,4,0,4,0,29.71893191045384,2.5505330739099943,0.5329184170820754,8,14,0,0,B+,0,4,9,1,0,5,0,1,0
2022-04-05,Central,5,1,4,0,26.76875844078155,5.074606414434975,0.7540698160454755,3,12,0,0,B+,0,2,1,0,1,5,0,0,0
2022-04-06,Central,6,1,4,0,33.663796759201205,1.3718719171090663,0.146272595530394,5,5,0,0,B+,1,4,3,0,2,5,1,0,0
2022-04-07,Central,0,0,4,0,30.707180153061348,4.303059957433587,0.1450312375313503,6,18,0,0,B+,2,0,8,1,0,5,1,0,0
2022-04-08,Central,1,0,4,0,24.54955477839675,5.925834030531611,0.3134164105391206,9,9,0,0,B+,0,4,7,0,0,5,0,0,0
2022-04-09,Central,2,0,4,0,28.52206072616584,0.3516486925645724,0.227167540900379,6,17,0,0,B+,0,4,2,0,2,5,1,0,0
2022-04-10,Central,3,0,4,0,26.37114665108428,2.86098132411019,0.2627252546421345,3,15,0,0,B+,2,3,8,0,0,5,0,0,0
2022-04-11,Central,4,0,4,0,28.28379315028633,2.17085883240962,0.1899699753338816,6,13,0,0,B+,0,6,4,0,2,5,1,0,0
2022-04-12,Central,5,1,4,0,28.1515071574438,2.5505330739099943,0.3165073096086629,6,10,0,0,B+,2,0,5,1,0,5,1,0,0
2022-04-13,Central,6,1,4,0,25.393275630459502,3.4064124215119174,0.2745928613195219,6,10,0,0,B+,0,0,4,1,0,5,0,0,0
2022-04-14,Central,0,0,4,0,27.543738677684367,2.137818912738412,0.2612425357457066,3,11,0,0,B+,0,6,4,0,2,5,0,0,0
2022-04-15,Central,1,0,4,0,29.191759822963192,12.768895318367036,0.3197948142418033,11,18,0,0,B+,2,7,3,0,6,5,0,0,0
2022-04-16,Central,2,0,4,0,24.68792369544861,2.137818912738412,0.2148009836376233,3,20,0,0,B+,6,0,5,0,1,5,0,0,0
2022-04-17,Central,3,0,4,0,22.22500360406152,3.971986451161566,0.2402951735800995,4,9,0,0,B+,1,7,5,0,3,5,1,0,1
2022-04-18,Central,4,0,4,0,24.062782023574684,6.059538389719491,0.2520238309252894,1,17,0,0,B+,3,3,9,0,0,5,1,1,0
2022-04-19,Central,5,1,4,0,26.83635796376097,4.303059957433587,0.2616540954540802,10,11,0,0,B+,0,5,6,0,0,5,1,0,1
2022-04-20,Central,6,1,4,0,25.905115777665827,7.39864367240407,0.2159489991720147,12,10,0,0,B+,0,1,11,0,0,5,0,1,0
2022-04-21,Central,0,0,4,0,29.43031542586552,4.930059855552211,0.2068536518708422,5,22,0,0,B+,0,2,0,0,2,5,1,0,0
2022-04-22,Central,1,0,4,0,29.16435099826229,0.3526988510764823,0.2955338394586261,5,18,0,1,B+,2,2,7,0,0,5,0,0,0
2022-04-23,Central,2,0,4,0,33.7412511690366,1.47638118404549,0.1999352454901122,7,15,0,0,B+,0,7,5,0,2,5,1,0,1
2022-04-24,Central,3,0,4,0,20.856154161140168,4.41751882838159,0.4107004308948111,12,14,0,0,B+,2,4,9,0,0,5,1,1,0
2022-04-25,Central,4,0,4,0,29.91473598335683,2.1166186702577896,0.1747823032859426,2,16,0,0,B+,0,5,5,0,0,5,1,0,0
2022-04-26,Central,5,1,4,0,30.2688938444204,2.8955394342816563,0.2402951735800995,8,8,0,0,B+,0,6,8,0,0,5,1,0,0
2022-04-27,Central,6,1,4,0,33.7412511690366,2.234774214386177,0.1842156255634846,3,14,0,0,B+,0,1,8,1,0,5,1,0,0
2022-04-28,Central,0,0,4,0,27.052791393402124,3.704222300241792,0.1689182700725059,5,10,0,0,B+,0,3,6,0,0,5,1,0,0
2022-04-29,Central,1,0,4,0,26.846212578250924,1.220139371514233,0.265077701713424,8,21,0,0,B+,0,5,5,0,0,5,1,0,1
2022-04-30,Central,2,0,4,0,27.993603612151755,0.7904027338557068,0.2554923635569846,5,19,0,0,B+,0,3,9,0,0,5,1,1,0
2022-05-01,Central,3,0,5,1,25.235210025198203,2.67382591771074,0.334214172870964,8,13,0,0,B+,0,1,6,0,0,5,1,0,0
2022-05-02,Central,4,0,5,0,24.660079307826127,2.3619377377155817,0.3417481404120036,7,19,0,0,B+,0,2,4,0,0,5,1,0,0
2022-05-03,Central,5,1,5,0,26.14534257470881,5.356511183150282,0.1283466074054428,3,8,0,0,B+,0,0,2,0,0,5,1,0,0
2022-05-04,Central,6,1,5,0,26.893443711089148,0.915512127652878,0.1850304970114339,10,3,0,0,B+,0,7,6,1,0,5,1,0,0
2022-05-05,Central,0,0,5,0,25.24114258917438,1.1718225966784002,0.2802376798395758,3,17,0,0,B+,0,2,3,1,0,5,1,0,0
2022-05-06,Central,1,0,5,0,23.68083032017188,4.932700563928937,0.2867186320356852,5,14,0,0,B+,0,7,7,1,0,5,1,0,0
2022-05-07,Central,2,0,5,0,26.208868240560747,2.102266305278247,0.3337852228859007,5,23,0,0,B+,0,5,5,2,0,5,0,0,0
2022-05-08,Central,3,0,5,0,27.014351918615706,3.7952479527575687,0.2867186320356852,6,9,0,0,B+,0,4,2,0,2,5,0,0,0
2022-05-09,Central,4,0,5,0,23.78273520646316,5.611925043699461,0.2187708540320268,6,23,0,0,B+,2,6,7,0,1,5,1,0,0
2022-05-10,Central,5,1,5,0,26.646138264634963,11.1174619627389,0.1994307765648243,8,8,0,0,B+,1,1,7,0,0,5,0,0,0
2022-05-11,Central,6,1,5,0,23.596960878012123,3.024147615806342,0.2867186320356852,3,9,0,0,B+,0,6,4,0,2,5,0,0,0
2022-05-12,Central,0,0,5,0,31.547967258205457,8.33406032883253,0.1441715508886085,4,17,0,0,B+,2,4,1,0,5,5,0,0,0
2022-05-13,Central,1,0,5,0,25.48649276402556,1.3821363379298572,0.1447528559207974,3,20,0,0,B+,5,3,5,0,3,5,1,0,0
2022-05-14,Central,2,0,5,0,26.890044037837008,4.487231987184585,0.2968463015818318,4,20,0,0,B+,3,1,7,0,0,5,1,0,0
2022-05-15,Central,3,0,5,0,23.756641820480205,4.771811715138191,0.3597869016763746,4,11,0,0,B+,0,2,8,0,0,5,1,0,1
2022-05-16,Central,4,0,5,0,29.9814660694625,1.4754864822704832,0.2742843388952344,11,17,0,0,B+,0,3,9,0,0,5,1,1,0
2022-05-17,Central,5,1,5,0,25.629501404474684,1.6491239316658215,0.2207015986838372,5,11,0,0,B+,0,0,4,0,0,5,1,0,0
2022-05-18,Central,6,1,5,0,25.092731338886978,1.0311142255118455,0.163555573837344,6,6,0,0,B+,0,3,4,0,0,5,1,0,0
2022-05-19,Central,0,0,5,0,29.989764844875985,4.771811715138191,0.3560156886923158,6,15,0,0,B+,0,2,5,0,0,5,1,0,1
2022-05-20,Central,1,0,5,0,25.9564498273362,1.7501064298735969,0.1126760428503995,7,13,0,0,B+,0,5,9,0,0,5,0,1,0
2022-05-21,Central,2,0,5,0,21.11302121451089,4.022819475404959,0.3641521657391793,5,18,0,0,B+,0,8,6,1,1,5,0,0,0
2022-05-22,Central,3,0,5,0,24.836872317948824,2.750671131725533,0.1879474326427717,3,15,0,0,B+,1,2,2,0,1,5,1,0,0
2022-05-23,Central,4,0,5,0,20.12402791565276,4.137849741975803,0.1404602444888734,8,22,0,0,B+,1,0,7,0,0,5,1,0,0
2022-05-24,Central,5,1,5,0,20.566471103335964,2.016932810054954,0.2869243134369023,7,11,0,0,B+,0,4,4,0,0,5,0,0,0
2022-05-25,Central,6,1,5,0,25.590518686348723,2.176820255849279,0.2056342075487642,7,6,0,0,B+,0,7,4,0,3,5,1,0,1
2022-05-26,Central,0,0,5,0,20.83627173279666,15.116253572852155,0.2283925721793678,8,15,0,0,B+,3,2,10,0,0,5,1,1,0
2022-05-27,Central,1,0,5,0,23.40169192665399,2.670385974450357,0.231039846802863,6,15,1,0,B+,0,4,7,1,0,5,1,0,1
2022-05-28,Central,2,0,5,0,20.79848160565596,1.5728266942181246,0.428733974466084,4,13,0,0,B+,0,2,11,0,0,5,1,1,0
2022-05-29,Central,3,0,5,0,20.621717164254,3.3475266088419824,0.2073187952011258,6,15,0,0,B+,0,7,7,1,0,5,1,0,0
2022-05-30,Central,4,0,5,0,26.92442304469798,0.6179013305632584,0.2390796467739465,3,15,0,0,B+,0,3,5,0,0,5,1,0,0
2022-05-31,Central,5,1,5,0,25.39979572901668,1.5883368622651863,0.3502286855326331,7,6,0,0,B+,0,2,5,0,0,5,1,0,1
2022-06-01,Central,6,1,6,0,22.718642625956743,2.0549042787686744,0.1586361298333079,7,18,0,0,B+,0,2,9,0,0,5,0,1,0
2022-06-02,Central,0,0,6,0,25.24362060173653,1.7170036457227962,0.2838276633312602,2,15,0,0,B+,0,6,0,0,6,5,0,0,0
2022-06-03,Central,1,0,6,0,25.616293940927267,3.939916808706615,0.1686791502474645,5,22,0,0,B+,6,5,6,0,5,5,0,0,0
2022-06-04,Central,2,0,6,0,25.46362860058348,4.226125724580011,0.2288796406185763,7,15,0,0,B+,5,6,2,0,9,5,0,0,0
2022-06-05,Central,3,0,6,0,30.203824863294315,3.362076665786061,0.2466600233998915,8,16,0,0,B+,9,4,8,2,3,5,0,0,0
2022-06-06,Central,4,0,6,0,22.03777575550165,1.2284061481068955,0.2604390959787245,3,15,0,0,B+,3,3,3,0,3,5,0,0,0
2022-06-07,Central,5,1,6,0,25.23669977255792,5.643715957609613,0.2197568566614818,2,8,0,0,B+,3,6,3,0,6,5,0,0,0
2022-06-08,Central,6,1,6,0,23.0171819225306,1.2889401551475743,0.1819344302093845,7,15,1,0,B+,6,6,4,0,8,5,0,0,0
2022-06-09,Central,0,0,6,0,21.852424785585928,0.8891637134211984,0.324925548468543,4,21,0,0,B+,8,1,7,0,2,5,0,0,0
2022-06-10,Central,1,0,6,0,22.22218246878808,2.683972897747017,0.1795107533439647,5,20,0,0,B+,2,2,2,0,2,5,0,0,0
2022-06-11,Central,2,0,6,0,25.1363498795165,4.279544471717556,0.1786221635742396,4,22,0,0,B+,2,5,4,0,3,5,0,0,0
2022-06-12,Central,3,0,6,0,23.119787781413788,0.6750777893366215,0.3527438050899019,6,17,0,0,B+,3,7,6,0,4,5,0,0,0
2022-06-13,Central,4,0,6,0,24.82199754759724,6.372672128962336,0.2391040232972817,10,13,0,0,B+,4,5,4,0,5,5,1,0,0
2022-06-14,Central,5,1,6,0,20.37745469578528,2.660570479920012,0.2116186496245019,2,3,0,0,B+,5,0,5,2,0,5,1,0,0
2022-06-15,Central,6,1,6,0,26.609496831509546,8.053690262973616,0.2272912544546996,11,5,0,1,B+,0,0,7,0,0,5,0,0,0
2022-06-16,Central,0,0,6,0,21.852424785585928,3.3180089073131818,0.2150990602282075,5,20,0,0,B+,0,7,3,0,4,5,1,0,1
2022-06-17,Central,1,0,6,0,22.18631460386089,1.0227071512557833,0.2925740927876123,8,17,0,0,B+,4,5,10,0,0,5,1,1,0
2022-06-18,Central,2,0,6,0,24.57833610886589,6.050431165874976,0.3197813278428189,5,17,0,0,B+,0,3,8,0,0,5,1,0,0
2022-06-19,Central,3,0,6,0,18.156154154914606,5.18974463214634,0.1204566894456462,5,12,0,0,B+,0,1,5,0,0,5,1,0,0
2022-06-20,Central,4,0,6,0,15.430618060311833,3.427055529782965,0.1503124264094555,4,21,0,0,B+,0,0,5,0,0,5,1,0,0
2022-06-21,Central,5,1,6,0,19.27533310311692,12.683419460959,0.2905284727743564,8,12,0,0,B+,0,2,4,1,0,5,1,0,0
2022-06-22,Central,6,1,6,0,20.18904247136929,6.496899668542788,0.1262628029418223,8,8,0,0,B+,0,4,6,1,0,5,0,0,0
2022-06-23,Central,0,0,6,0,24.54614048673697,0.4278097212015537,0.0753747723558289,5,18,0,0,B+,0,4,3,0,1,5,1,0,0
2022-06-24,Central,1,0,6,0,20.6714625108492,5.645121182789399,0.3220863072190125,3,20,0,0,B+,1,2,6,0,0,5,1,0,0
